"","hightemp01","hightemp02","normal01","normal02"
"AQUIFEX_00322",200.651647897933,167.005432737653,183.397088783997,194.361612688674
"AQUIFEX_00430",106.345373385905,119.28959481261,123.593690267476,101.66607432946
"AQUIFEX_01110",199.648389658444,184.898871959545,205.325001573388,182.400898061679
"AQUIFEX_00398",260.847142267313,263.431188544513,238.216870757475,246.191376072321
"AQUIFEX_01307",180.58648310814,197.821911397577,163.462622611824,187.384529156261
"AQUIFEX_01368",499.622603265854,441.371500806655,482.414081366601,484.408942393312
"AQUIFEX_01182",137.446378810084,98.4139157204029,98.6756075522594,115.620241394288
"AQUIFEX_00104",138.449637049574,121.277754726153,131.567476736346,113.626788956456
"AQUIFEX_00019",194.632098460995,211.739030792382,186.387258709823,207.319053534586
"AQUIFEX_00789",463.505306644226,419.501741757677,436.564809170602,436.56608388533
"AQUIFEX_01173",167.544125994774,188.875191786632,159.475729377389,150.505659056358
"AQUIFEX_00965",166.540867755285,140.165273904816,158.47900606878,149.508932837442
"AQUIFEX_00170",122.397505217739,105.372475417805,105.65267071252,144.525301742861
"AQUIFEX_01231",164.534351276305,151.100153429305,147.515049674085,133.561313334781
"AQUIFEX_00799",391.27071340097,365.821424092003,356.826944481908,348.854176620698
"AQUIFEX_00159",156.508285360388,136.188954077729,142.531433131041,159.476195026605
"AQUIFEX_01727",82.2671756381526,63.6211172333918,96.682160935042,79.7380975133023
"AQUIFEX_01118",405.316328753825,372.779983789405,382.741750505733,365.798522342275
"AQUIFEX_00836",151.49199416294,169.987672607969,134.557646662172,139.541670648279
"AQUIFEX_01687",327.062186073631,343.951665043024,341.876094852777,363.805069904442
"AQUIFEX_00022",367.192515653218,351.904304697198,368.787624185212,342.8738193072
"AQUIFEX_00666",112.364922822843,129.230394380327,114.623180489998,133.561313334781
"AQUIFEX_01209",373.212065090156,405.584622362872,388.722090357385,400.683940004344
"AQUIFEX_01547",321.042636636693,332.022705561763,337.889201618343,304.998222988381
"AQUIFEX_00825",174.566933671202,184.898871959545,191.370875252867,159.476195026605
"AQUIFEX_00553",436.417334178005,455.28862020146,419.620512924255,430.585726571833
"AQUIFEX_01176",178.579966629161,191.857431656947,170.439685772084,195.358338907591
"AQUIFEX_00237",127.413796415188,144.141593731903,142.531433131041,109.639884080791
"AQUIFEX_00062",188.612549024057,198.815991354349,181.40364216678,205.325601096754
"AQUIFEX_01756",88.2867250750906,71.5737568875657,83.7247579231292,61.7970255728093
"AQUIFEX_00388",55.1792031719316,97.4198357636311,80.7345879973031,83.7250023889675
"AQUIFEX_01311",93.3030162725389,99.4079956771746,82.7280346145205,133.561313334781
"AQUIFEX_00196",191.622323742526,174.958072391827,148.511772982693,179.41071940493
"AQUIFEX_00739",264.860175225272,260.448948674197,289.049759496517,277.089888858726
"AQUIFEX_00439",93.3030162725389,117.301434899066,100.669054169477,113.626788956456
"AQUIFEX_00343",491.596537349936,497.039978385873,480.420634749384,512.317276522968
"AQUIFEX_01610",294.957922409962,278.342387896089,280.079249719039,312.972032739712
"AQUIFEX_00087",231.752653322113,249.514069149708,256.157890312431,266.125900450647
"AQUIFEX_01070",135.439862331105,138.177113991273,121.600243650259,118.610420051037
"AQUIFEX_01728",95.3095327515182,74.555996757881,78.7411413800858,91.6988121402977
"AQUIFEX_00885",287.935114733534,271.383828198687,259.148060238257,286.060424828972
"AQUIFEX_00429",230.749395082623,206.768631008523,213.298788042258,223.266673037247
"AQUIFEX_00208",80.2606591591733,73.5619168011092,63.7902917509556,91.6988121402977
"AQUIFEX_01511",230.749395082623,224.662070230415,214.295511350866,193.364886469758
"AQUIFEX_00103",228.742878603644,254.484468933567,245.193933917735,237.220840102074
"AQUIFEX_01065",216.703779729768,187.88111182986,196.35449179591,204.328874877837
"AQUIFEX_00336",194.632098460995,184.898871959545,213.298788042258,201.338696221088
"AQUIFEX_00991",217.707037969257,180.922552132458,205.325001573388,201.338696221088
"AQUIFEX_00130",160.521318318347,155.076473256392,190.374151944258,171.4369096536
"AQUIFEX_01192",193.628840221505,153.088313342849,153.495389525737,169.443457215767
"AQUIFEX_00168",244.795010435478,246.531829279393,229.246360979997,261.142269356065
"AQUIFEX_00831",169.550642473754,185.892951916317,173.42985569791,155.48929015094
"AQUIFEX_01124",178.579966629161,139.171193948044,155.488836142954,141.535123086112
"AQUIFEX_01356",96.3127909910079,138.177113991273,112.629733872781,104.656252986209
"AQUIFEX_01583",501.629119744833,517.91565747808,502.348547538775,534.245253339126
"AQUIFEX_00402",261.850400506803,248.519989192937,232.236530905823,232.237209007493
"AQUIFEX_00913",254.827592830375,240.567349538763,261.141506855474,271.109531545228
"AQUIFEX_01085",254.827592830375,260.448948674197,271.108739941561,243.201197415572
"AQUIFEX_00618",285.928598254555,302.200306858611,294.033376039561,264.132448012814
"AQUIFEX_00826",124.404021696719,121.277754726153,107.646117329738,137.548218210447
"AQUIFEX_01040",256.834109309354,260.448948674197,241.207040683301,273.102983983061
"AQUIFEX_00480",108.351889864884,137.183034034501,124.590413576085,112.63006273754
"AQUIFEX_01706",128.417054654677,105.372475417805,121.600243650259,107.646431642958
"AQUIFEX_01315",268.87320818323,274.366068069002,258.151336929648,252.171733385819
"AQUIFEX_01476",111.361664583353,85.4908762823702,101.665777478085,87.7119072646326
"AQUIFEX_00922",676.196053416035,660.069091296439,675.778403236686,629.930970355089
"AQUIFEX_00371",127.413796415188,117.301434899066,138.544539896607,143.528575523944
"AQUIFEX_01726",92.2997580330493,108.35471528812,85.7182045403465,104.656252986209
"AQUIFEX_01531",168.547384234264,133.206714207414,152.498666217128,164.459826121186
"AQUIFEX_00275",94.3062745120286,110.342875201664,100.669054169477,117.613693832121
"AQUIFEX_00341",139.452895289064,175.952152348599,155.488836142954,151.502385275274
"AQUIFEX_00164",248.808043393437,295.241747161209,282.072696336257,298.021139455967
"AQUIFEX_00586",278.905790578127,300.212146945067,273.102186558778,289.050603485721
"AQUIFEX_00815",227.739620364154,170.98175256474,212.302064733649,228.250304131828
"AQUIFEX_00380",168.547384234264,144.141593731903,132.564200044955,148.512206618526
"AQUIFEX_01010",144.469186486512,127.242234466784,123.593690267476,139.541670648279
"AQUIFEX_01170",77.2508844407043,59.6447974063048,65.7837383681729,81.7315499511349
"AQUIFEX_01614",70.2280767642766,91.4553560230006,79.7378646886945,63.7904780106419
"AQUIFEX_00049",112.364922822843,95.4316758500876,99.6723308608681,83.7250023889675
"AQUIFEX_01742",146.475702965491,125.25407455324,147.515049674085,131.567860896949
"AQUIFEX_00868",202.658164376913,228.638390057502,215.292234659475,199.345243783256
"AQUIFEX_00390",203.661422616402,225.656150187186,234.22997752304,218.283041942665
"AQUIFEX_00579",112.364922822843,96.4257558068594,103.659224095303,130.571134678033
"AQUIFEX_01082",302.983988325879,296.23582711798,265.128400089909,287.057151047888
"AQUIFEX_00919",327.062186073631,342.957585086252,339.88264823556,306.991675426214
"AQUIFEX_00040",164.534351276305,179.928472175686,180.406918858171,163.46309990227
"AQUIFEX_00126",139.452895289064,130.224474337099,123.593690267476,113.626788956456
"AQUIFEX_00458",384.247905724542,335.99902538885,351.843327938864,348.854176620698
"AQUIFEX_01587",170.553900713243,185.892951916317,165.456069229041,186.387802937344
"AQUIFEX_01618",276.899274099148,269.395668285143,261.141506855474,299.017865674884
"AQUIFEX_01391",90.2932415540699,74.555996757881,98.6756075522594,79.7380975133023
"AQUIFEX_01243",270.87972466221,270.389748241915,249.18082715217,255.161912042568
"AQUIFEX_01018",262.853658746292,258.460788760654,247.187380534953,285.063698610056
"AQUIFEX_00600",196.638614939975,205.774551051751,212.302064733649,187.384529156261
"AQUIFEX_00713",190.619065503036,174.958072391827,177.416748932345,203.332148658921
"AQUIFEX_00609",136.443120570595,152.094233386077,148.511772982693,164.459826121186
"AQUIFEX_00777",107.348631625394,113.325115071979,89.7050977747813,97.6791694537954
"AQUIFEX_00901",258.840625788334,274.366068069002,252.170997077996,243.201197415572
"AQUIFEX_01603",246.801526914458,262.437108587741,232.236530905823,250.178280947986
"AQUIFEX_00475",255.830851069865,291.265427334122,254.164443695214,240.211018758823
"AQUIFEX_00100",102.332340427946,81.5145564552832,98.6756075522594,86.7151810457163
"AQUIFEX_01588",148.482219444471,131.21855429387,115.619903798607,115.620241394288
"AQUIFEX_00328",112.364922822843,141.159353861588,129.574030119128,125.587503583451
"AQUIFEX_00937",240.78197747752,237.585109668447,258.151336929648,225.260125475079
"AQUIFEX_01552",146.475702965491,166.011352780882,150.505219599911,165.456552340102
"AQUIFEX_01500",230.749395082623,222.673910316871,215.292234659475,197.351791345423
"AQUIFEX_00860",554.801806437785,561.655175576037,505.338717464601,546.205967966121
"AQUIFEX_00710",189.615807263547,179.928472175686,195.357768487301,207.319053534586
"AQUIFEX_00521",186.606032545078,196.827831440806,181.40364216678,203.332148658921
"AQUIFEX_00816",221.720070927216,212.733110749154,206.321724881997,228.250304131828
"AQUIFEX_00460",160.521318318347,145.135673688675,147.515049674085,131.567860896949
"AQUIFEX_00682",219.713554448237,204.78047109498,204.32827826478,184.394350499512
"AQUIFEX_00415",188.612549024057,214.721270662697,199.344661721736,213.299410848084
"AQUIFEX_00654",260.847142267313,234.602869798132,231.239807597214,219.279768161581
"AQUIFEX_01244",96.3127909910079,131.21855429387,111.633010564172,101.66607432946
"AQUIFEX_01643",250.814559872416,248.519989192937,233.233254214431,233.233935226409
"AQUIFEX_01710",203.661422616402,218.697590489784,201.338108338954,188.381255375177
"AQUIFEX_00014",148.482219444471,133.206714207414,121.600243650259,140.538396867195
"AQUIFEX_00160",247.804785153947,260.448948674197,245.193933917735,223.266673037247
"AQUIFEX_01179",115.374697541312,112.331035115207,98.6756075522594,127.580956021284
"AQUIFEX_00384",126.410538175698,102.39023554749,107.646117329738,117.613693832121
"AQUIFEX_00278",122.397505217739,109.348795244892,127.580583501911,137.548218210447
"AQUIFEX_01664",268.87320818323,300.212146945067,300.013715891213,285.063698610056
"AQUIFEX_00065",69.2248185247869,62.62703727662,51.8296120476514,77.7446450754698
"AQUIFEX_01337",178.579966629161,137.183034034501,163.462622611824,169.443457215767
"AQUIFEX_00828",178.579966629161,168.993592651197,187.383982018432,163.46309990227
"AQUIFEX_00010",128.417054654677,141.159353861588,109.639563946955,143.528575523944
"AQUIFEX_01658",130.423571133657,131.21855429387,145.521603056867,155.48929015094
"AQUIFEX_01094",92.2997580330493,107.360635331349,77.7444180714771,97.6791694537954
"AQUIFEX_01721",139.452895289064,150.106073472534,154.492112834346,169.443457215767
"AQUIFEX_00930",333.081735510569,345.939824956568,330.912138458082,310.978580301879
"AQUIFEX_00378",355.153416779342,355.880624524285,370.781070802429,340.880366869368
"AQUIFEX_01266",160.521318318347,135.194874120957,145.521603056867,151.502385275274
"AQUIFEX_01067",275.896015859658,249.514069149708,247.187380534953,262.138995574981
"AQUIFEX_00227",238.77546099854,218.697590489784,237.220147448866,252.171733385819
"AQUIFEX_01363",186.606032545078,169.987672607969,177.416748932345,192.368160250842
"AQUIFEX_00711",179.58322486865,194.839671527262,167.449515846258,182.400898061679
"AQUIFEX_00385",108.351889864884,128.236314423555,138.544539896607,123.594051145619
"AQUIFEX_00269",143.465928247022,126.248154510012,155.488836142954,140.538396867195
"AQUIFEX_01575",210.68423029283,186.887031873088,188.380705327041,173.430362091433
"AQUIFEX_01513",195.635356700485,174.958072391827,210.308618116432,195.358338907591
"AQUIFEX_00656",283.922081775575,257.466708803882,262.138230164083,247.188102291237
"AQUIFEX_01592",274.892757620168,258.460788760654,271.108739941561,256.158638261484
"AQUIFEX_00367",371.205548611176,395.643822795155,380.748303888516,390.716677815182
"AQUIFEX_00670",331.07521903159,345.939824956568,332.905585075299,293.037508361386
"AQUIFEX_00956",328.065444313121,335.99902538885,362.80728433356,342.8738193072
"AQUIFEX_01116",430.397784741067,430.436621282166,379.751580579907,415.634833288088
"AQUIFEX_00877",176.573450150181,184.898871959545,215.292234659475,191.371434031926
"AQUIFEX_00001",433.407559459536,407.572782276416,418.623789615646,422.611916820502
"AQUIFEX_01241",94.3062745120286,79.5263965417397,88.7083744661726,106.649705424042
"AQUIFEX_01714",311.010054241796,310.152946512785,324.93179860643,328.919652242372
"AQUIFEX_01032",124.404021696719,87.4790361959137,109.639563946955,117.613693832121
"AQUIFEX_00963",426.384751783108,385.703023227438,412.643449763994,411.647928412423
"AQUIFEX_00940",104.338856906925,86.4849562391419,71.764078219825,77.7446450754698
"AQUIFEX_00948",116.377955780801,115.313274985523,101.665777478085,91.6988121402977
"AQUIFEX_00630",240.78197747752,255.478548890339,248.184103843562,265.12917423173
"AQUIFEX_00768",86.2802085961113,105.372475417805,101.665777478085,90.7020859213814
"AQUIFEX_01130",105.342115146415,109.348795244892,82.7280346145205,94.6889907970465
"AQUIFEX_01692",45.146620777035,55.6684775792178,70.7673549112163,59.8035731349768
"AQUIFEX_01612",104.338856906925,65.6092771469352,89.7050977747813,97.6791694537954
"AQUIFEX_00399",259.843884027823,253.490388976795,291.043206113735,268.119352888479
"AQUIFEX_01479",403.309812274846,427.454381411851,388.722090357385,400.683940004344
"AQUIFEX_00987",141.459411768043,150.106073472534,173.42985569791,135.554765772614
"AQUIFEX_00470",170.553900713243,155.076473256392,140.537986513824,153.495837713107
"AQUIFEX_00079",84.2736921171319,51.6921577521308,69.7706316026077,75.7511926376372
"AQUIFEX_00181",377.225098048114,404.590542406101,388.722090357385,391.713404034098
"AQUIFEX_00400",196.638614939975,186.887031873088,201.338108338954,211.305958410251
"AQUIFEX_00854",160.521318318347,180.922552132458,195.357768487301,187.384529156261
"AQUIFEX_00988",80.2606591591733,92.4494359797724,70.7673549112163,94.6889907970465
"AQUIFEX_00321",380.234872766583,365.821424092003,373.771240728255,357.824712590944
"AQUIFEX_00820",198.645131418954,170.98175256474,181.40364216678,185.391076718428
"AQUIFEX_00569",248.808043393437,252.496309020024,278.085803101822,263.135721793898
"AQUIFEX_01622",231.752653322113,234.602869798132,220.275851202518,201.338696221088
"AQUIFEX_01066",209.68097205334,228.638390057502,195.357768487301,199.345243783256
"AQUIFEX_01631",150.48873592345,132.212634250642,146.518326365476,132.564587115865
"AQUIFEX_01258",148.482219444471,128.236314423555,142.531433131041,131.567860896949
"AQUIFEX_01345",176.573450150181,190.863351700175,179.410195549563,155.48929015094
"AQUIFEX_01126",256.834109309354,242.555509452306,275.095633175996,247.188102291237
"AQUIFEX_00640",234.762428040582,254.484468933567,250.177550460779,240.211018758823
"AQUIFEX_00365",147.478961204981,133.206714207414,135.554369970781,151.502385275274
"AQUIFEX_01582",112.364922822843,117.301434899066,129.574030119128,131.567860896949
"AQUIFEX_00840",108.351889864884,112.331035115207,122.596966958868,94.6889907970465
"AQUIFEX_01240",114.371439301822,117.301434899066,128.57730681052,131.567860896949
"AQUIFEX_00707",76.2476262012146,91.4553560230006,105.65267071252,99.6726218916279
"AQUIFEX_00203",70.2280767642766,83.5027163688267,87.7116511575639,97.6791694537954
"AQUIFEX_00174",644.091789752365,630.246692593287,629.929131040686,602.022636225433
"AQUIFEX_01204",121.39424697825,113.325115071979,134.557646662172,135.554765772614
"AQUIFEX_00318",69.2248185247869,67.5974370604787,87.7116511575639,81.7315499511349
"AQUIFEX_01132",124.404021696719,110.342875201664,100.669054169477,123.594051145619
"AQUIFEX_00353",222.723329166706,208.756790922067,217.285681276692,245.194649853405
"AQUIFEX_00295",230.749395082623,188.875191786632,219.27912789391,233.233935226409
"AQUIFEX_00433",182.592999587119,158.058713126708,173.42985569791,187.384529156261
"AQUIFEX_00647",189.615807263547,172.969912478284,171.436409080693,185.391076718428
"AQUIFEX_01489",55.1792031719316,74.555996757881,64.7870150595642,78.7413712943861
"AQUIFEX_01569",64.2085273273386,85.4908762823702,61.7968451337382,75.7511926376372
"AQUIFEX_01092",116.377955780801,101.396155590718,125.587136884694,111.633336518623
"AQUIFEX_00339",136.443120570595,121.277754726153,129.574030119128,115.620241394288
"AQUIFEX_00531",122.397505217739,137.183034034501,135.554369970781,121.600598707786
"AQUIFEX_01159",165.537609515795,142.15343381836,149.508496291302,135.554765772614
"AQUIFEX_01120",144.469186486512,163.029112910566,151.501942908519,137.548218210447
"AQUIFEX_00498",132.430087612636,161.040952997023,167.449515846258,153.495837713107
"AQUIFEX_00176",186.606032545078,204.78047109498,193.364321870084,179.41071940493
"AQUIFEX_01711",188.612549024057,215.715350619469,195.357768487301,181.404171842763
"AQUIFEX_00469",202.658164376913,186.887031873088,195.357768487301,181.404171842763
"AQUIFEX_00912",238.77546099854,218.697590489784,244.197210609127,230.243756569661
"AQUIFEX_01163",146.475702965491,157.064633169936,132.564200044955,138.544944429363
"AQUIFEX_00081",161.524576557836,188.875191786632,175.423302315128,173.430362091433
"AQUIFEX_00364",296.964438888941,258.460788760654,287.0563128793,283.070246172223
"AQUIFEX_00298",162.527834797326,127.242234466784,176.420025623736,171.4369096536
"AQUIFEX_00306",443.440141854432,443.359660720199,428.591022701733,429.589000352916
"AQUIFEX_01370",296.964438888941,332.022705561763,345.862988087212,345.863997963949
"AQUIFEX_00616",177.576708389671,152.094233386077,186.387258709823,191.371434031926
"AQUIFEX_01317",180.58648310814,188.875191786632,208.315171499214,194.361612688674
"AQUIFEX_00435",127.413796415188,141.159353861588,113.62645718139,137.548218210447
"AQUIFEX_00747",66.215043806318,79.5263965417397,65.7837383681729,81.7315499511349
"AQUIFEX_01093",268.87320818323,242.555509452306,255.161167003822,267.122626669563
"AQUIFEX_01059",264.860175225272,260.448948674197,251.174273769388,223.266673037247
"AQUIFEX_00758",112.364922822843,103.384315504262,89.7050977747813,97.6791694537954
"AQUIFEX_00723",114.371439301822,103.384315504262,93.691991009216,89.7053597024651
"AQUIFEX_00554",82.2671756381526,68.5915170172505,56.8132285906948,71.7642877619721
"AQUIFEX_01219",262.853658746292,252.496309020024,229.246360979997,249.18155472907
"AQUIFEX_00995",107.348631625394,100.402075633946,93.691991009216,115.620241394288
"AQUIFEX_00832",102.332340427946,113.325115071979,123.593690267476,99.6726218916279
"AQUIFEX_00522",412.339136430253,421.48990167122,398.689323443472,401.680666223261
"AQUIFEX_01739",248.808043393437,262.437108587741,259.148060238257,289.050603485721
"AQUIFEX_01414",76.2476262012146,62.62703727662,68.773908293999,82.7282761700512
"AQUIFEX_01264",141.459411768043,130.224474337099,117.613350415824,116.616967613205
"AQUIFEX_00179",139.452895289064,133.206714207414,119.606797033042,122.597324926702
"AQUIFEX_00135",98.3193074699873,93.4435159365441,78.7411413800858,84.7217286078837
"AQUIFEX_01270",134.436604091615,135.194874120957,121.600243650259,149.508932837442
"AQUIFEX_00069",112.364922822843,139.171193948044,125.587136884694,132.564587115865
"AQUIFEX_01299",62.2020108483593,69.5855969740222,75.7509714542597,89.7053597024651
"AQUIFEX_01310",142.462670007533,155.076473256392,141.534709822433,157.482742588772
"AQUIFEX_01336",119.38773049927,156.070553213164,151.501942908519,142.531849305028
"AQUIFEX_01376",140.456153528553,168.993592651197,155.488836142954,159.476195026605
"AQUIFEX_00131",162.527834797326,174.958072391827,190.374151944258,161.469647464437
"AQUIFEX_01611",233.759169801092,231.620629927817,220.275851202518,195.358338907591
"AQUIFEX_00437",232.755911561602,226.650230143958,210.308618116432,219.279768161581
"AQUIFEX_00504",194.632098460995,182.910712046001,177.416748932345,169.443457215767
"AQUIFEX_00699",230.749395082623,204.78047109498,217.285681276692,227.253577912912
"AQUIFEX_01297",76.2476262012146,79.5263965417397,62.7935684423469,65.7839304484744
"AQUIFEX_01682",230.749395082623,231.620629927817,258.151336929648,244.197923634488
"AQUIFEX_00007",214.697263250788,192.851511613719,191.370875252867,179.41071940493
"AQUIFEX_00188",273.889499380679,260.448948674197,273.102186558778,297.024413237051
"AQUIFEX_01223",210.68423029283,196.827831440806,183.397088783997,188.381255375177
"AQUIFEX_01232",210.68423029283,196.827831440806,185.390535401215,183.397624280595
"AQUIFEX_00346",196.638614939975,200.804151267893,219.27912789391,187.384529156261
"AQUIFEX_00709",195.635356700485,168.993592651197,172.433132389302,182.400898061679
"AQUIFEX_01283",202.658164376913,206.768631008523,169.442962463476,193.364886469758
"AQUIFEX_00282",163.531093036816,161.040952997023,149.508496291302,174.427088310349
"AQUIFEX_00545",218.710296208747,216.709430576241,193.364321870084,205.325601096754
"AQUIFEX_00175",158.514801839367,145.135673688675,135.554369970781,155.48929015094
"AQUIFEX_00727",189.615807263547,135.194874120957,148.511772982693,148.512206618526
"AQUIFEX_01495",244.795010435478,250.50814910648,259.148060238257,237.220840102074
"AQUIFEX_01112",177.576708389671,190.863351700175,185.390535401215,160.472921245521
"AQUIFEX_00191",118.384472259781,122.271834682925,135.554369970781,135.554765772614
"AQUIFEX_00369",104.338856906925,111.336955158436,85.7182045403465,117.613693832121
"AQUIFEX_00426",200.651647897933,213.727190705925,187.383982018432,189.377981594093
"AQUIFEX_00621",190.619065503036,198.815991354349,177.416748932345,179.41071940493
"AQUIFEX_00547",120.39098873876,142.15343381836,128.57730681052,133.561313334781
"AQUIFEX_00447",120.39098873876,151.100153429305,133.560923353563,123.594051145619
"AQUIFEX_00222",190.619065503036,203.786391138208,201.338108338954,223.266673037247
"AQUIFEX_00128",79.2574009196836,75.5500767146527,88.7083744661726,93.6922645781303
"AQUIFEX_01253",80.2606591591733,73.5619168011092,66.7804616767816,86.7151810457163
"AQUIFEX_01185",302.983988325879,316.117426253415,304.997332434256,338.886914431535
"AQUIFEX_00307",331.07521903159,331.028625604991,274.098909867387,317.955663834293
"AQUIFEX_01525",196.638614939975,209.750870878838,221.272574511127,200.341970002172
"AQUIFEX_01252",88.2867250750906,101.396155590718,88.7083744661726,104.656252986209
"AQUIFEX_00537",126.410538175698,113.325115071979,114.623180489998,136.55149199153
"AQUIFEX_00226",172.560417192223,170.98175256474,144.524879748259,159.476195026605
"AQUIFEX_00005",119.38773049927,106.366555374577,112.629733872781,133.561313334781
"AQUIFEX_00406",146.475702965491,149.111993515762,125.587136884694,159.476195026605
"AQUIFEX_01332",306.997021283838,263.431188544513,261.141506855474,274.099710201977
"AQUIFEX_01134",142.462670007533,112.331035115207,134.557646662172,147.515480399609
"AQUIFEX_01732",115.374697541312,96.4257558068594,102.662500786694,115.620241394288
"AQUIFEX_00812",78.2541426801939,64.6151971901635,70.7673549112163,57.8101206971442
"AQUIFEX_01121",136.443120570595,117.301434899066,146.518326365476,133.561313334781
"AQUIFEX_00438",154.501768881409,138.177113991273,149.508496291302,136.55149199153
"AQUIFEX_00626",199.648389658444,218.697590489784,206.321724881997,193.364886469758
"AQUIFEX_01642",225.733103885175,209.750870878838,229.246360979997,216.289589504833
"AQUIFEX_00841",224.729845645685,253.490388976795,259.148060238257,246.191376072321
"AQUIFEX_01493",241.785235717009,272.377908155458,281.075973027648,268.119352888479
"AQUIFEX_01273",351.140383821383,393.655662881611,397.692600134864,384.736320501684
"AQUIFEX_00086",157.511543599878,149.111993515762,170.439685772084,169.443457215767
"AQUIFEX_00587",380.234872766583,389.679343054525,376.761410654081,359.818165028777
"AQUIFEX_01677",298.97095536792,295.241747161209,286.059589570691,235.227387664242
"AQUIFEX_01129",106.345373385905,93.4435159365441,97.6788842436507,83.7250023889675
"AQUIFEX_00977",142.462670007533,137.183034034501,129.574030119128,155.48929015094
"AQUIFEX_00308",134.436604091615,127.242234466784,121.600243650259,149.508932837442
"AQUIFEX_00801",132.430087612636,115.313274985523,131.567476736346,119.607146269954
"AQUIFEX_01323",126.410538175698,107.360635331349,113.62645718139,123.594051145619
"AQUIFEX_01449",180.58648310814,172.969912478284,190.374151944258,193.364886469758
"AQUIFEX_00182",306.997021283838,302.200306858611,289.049759496517,314.965485177544
"AQUIFEX_01629",122.397505217739,133.206714207414,119.606797033042,109.639884080791
"AQUIFEX_01352",127.413796415188,140.165273904816,138.544539896607,110.636610299707
"AQUIFEX_01211",186.606032545078,208.756790922067,199.344661721736,193.364886469758
"AQUIFEX_01115",83.2704338776423,83.5027163688267,70.7673549112163,99.6726218916279
"AQUIFEX_00355",117.381214020291,122.271834682925,104.655947403911,107.646431642958
"AQUIFEX_00997",81.2639173986629,101.396155590718,97.6788842436507,88.7086334835489
"AQUIFEX_00884",118.384472259781,111.336955158436,103.659224095303,98.6758956727117
"AQUIFEX_00412",228.742878603644,258.460788760654,271.108739941561,266.125900450647
"AQUIFEX_00601",254.827592830375,261.443028630969,247.187380534953,242.204471196656
"AQUIFEX_00827",475.544405518102,503.004458126504,490.387867835471,494.376204582475
"AQUIFEX_00950",252.821076351396,242.555509452306,255.161167003822,220.276494380498
"AQUIFEX_00886",92.2997580330493,81.5145564552832,98.6756075522594,79.7380975133023
"AQUIFEX_00851",148.482219444471,161.040952997023,131.567476736346,157.482742588772
"AQUIFEX_01748",147.478961204981,156.070553213164,168.446239154867,143.528575523944
"AQUIFEX_00785",180.58648310814,196.827831440806,209.311894807823,201.338696221088
"AQUIFEX_00089",231.752653322113,226.650230143958,199.344661721736,219.279768161581
"AQUIFEX_01402",160.521318318347,172.969912478284,165.456069229041,147.515480399609
"AQUIFEX_00260",184.599516066099,180.922552132458,201.338108338954,193.364886469758
"AQUIFEX_01563",377.225098048114,332.022705561763,364.800730950777,366.795248561191
"AQUIFEX_00136",87.2834668356009,89.4671961094571,71.764078219825,99.6726218916279
"AQUIFEX_00599",242.788493956499,242.555509452306,255.161167003822,255.161912042568
"AQUIFEX_00729",144.469186486512,143.147513775131,155.488836142954,157.482742588772
"AQUIFEX_01580",139.452895289064,137.183034034501,166.45279253765,149.508932837442
"AQUIFEX_01626",153.498510641919,137.183034034501,149.508496291302,140.538396867195
"AQUIFEX_00043",184.599516066099,136.188954077729,148.511772982693,148.512206618526
"AQUIFEX_01436",138.449637049574,133.206714207414,145.521603056867,167.450004777935
"AQUIFEX_00338",150.48873592345,138.177113991273,127.580583501911,143.528575523944
"AQUIFEX_00725",128.417054654677,122.271834682925,141.534709822433,134.558039553698
"AQUIFEX_00337",248.808043393437,258.460788760654,246.190657226344,228.250304131828
"AQUIFEX_01429",72.2345932432559,84.4967963255984,96.682160935042,72.7610139808884
"AQUIFEX_01529",198.645131418954,188.875191786632,202.334831647562,186.387802937344
"AQUIFEX_01247",104.338856906925,101.396155590718,126.583860193302,113.626788956456
"AQUIFEX_01374",85.2769503566216,100.402075633946,103.659224095303,112.63006273754
"AQUIFEX_01020",104.338856906925,100.402075633946,112.629733872781,122.597324926702
"AQUIFEX_01301",102.332340427946,97.4198357636311,85.7182045403465,109.639884080791
"AQUIFEX_00532",270.87972466221,272.377908155458,283.069419644865,259.148816918233
"AQUIFEX_00808",84.2736921171319,83.5027163688267,97.6788842436507,95.6857170159628
"AQUIFEX_01097",276.899274099148,286.295027550263,261.141506855474,289.050603485721
"AQUIFEX_01008",344.117576144955,347.927984870111,319.948182063387,335.896735774786
"AQUIFEX_00389",163.531093036816,163.029112910566,151.501942908519,175.423814529265
"AQUIFEX_00026",304.990504804858,266.413428414828,306.990779051474,316.958937615377
"AQUIFEX_00945",349.133867342404,371.785903832633,341.876094852777,353.837807715279
"AQUIFEX_00712",165.537609515795,189.869271743404,185.390535401215,197.351791345423
"AQUIFEX_00015",111.361664583353,129.230394380327,103.659224095303,115.620241394288
"AQUIFEX_01303",116.377955780801,99.4079956771746,91.6985443919986,103.659526767293
"AQUIFEX_00178",96.3127909910079,81.5145564552832,89.7050977747813,101.66607432946
"AQUIFEX_00259",98.3193074699873,85.4908762823702,77.7444180714771,89.7053597024651
"AQUIFEX_00517",68.2215602852973,81.5145564552832,75.7509714542597,87.7119072646326
"AQUIFEX_00941",83.2704338776423,68.5915170172505,74.754248145651,62.7937517917256
"AQUIFEX_01157",60.19549436938,73.5619168011092,75.7509714542597,63.7904780106419
"AQUIFEX_01620",110.358406343863,75.5500767146527,83.7247579231292,71.7642877619721
